,Unnamed: 0,bed,bathroom,location,year_built,heating,air_conditioner,basement,security,construction,Floor,fireplace,Roof,Parking,Property_type,zipcode,area,county,salary,price
3972,4011,2 bed,2 bath,,1999.0,Forced Air,Central Air,,,,"Carpet,Laminate,Vinyl",,Composition,1.0,Condominium,80247,$331 / sq ft,Arapahoe,50411.666666666664,"$339,000"
1014,1015,3.0,3.0,"DENVER, CO 80237",1965.0,Forcedair,Centralair,,,,,,,3.0,Residential,80237,"1,584 SqFt.",Denver,51612.0,"$375,000"
128,128,1-2 Beds,1-2 Baths,"Denver, CO 80202",,,,,,,,,,,Property Type: Apartment,80202,,Denver,31295.0,"$1,802 - $3,321/mo"
1364,1365,3.0,2.0,"DENVER, CO 80221",1941.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80221,"1,527 SqFt.",Adams,39522.0,
3589,3623,6 bed,2 bath,,2002.0,Forced Air,"Ceiling Fan(s),Room Air Conditioner",,,,,,,2.0,,80249,$176 / sq ft,Denver,63343.0,"$679,000"
3096,3097,3,2,"Denver, CO 80221",1955.0,,,,,,,,,,Single Family Residential,80221,"1,848",Adams,39522.0,"$512,000"
891,892,3.0,5.0,"DENVER, CO 80211",2016.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,11.0,Residential Income,80211,"3,270 SqFt.",Denver,35753.0,"$2,799,998"
2793,2794,"2
Beds","1
Bath","274 S Garfield Street, Denver, CO 80209","This home is located at 274 S Garfield Street Denver, Co 80209 Us and has been listed on Homes.com since 16 May 2021 and is currently priced at $850,000, approximately $824 per square foot. This property was built in 1926. 274 S Garfield Street is within the school district(s) Denver Public Schools with nearby schools including Steck Elementary School, Hill Campus Of Arts And Sciences, and George Washington High School. Similar properties nearby are 274 S Garfield St, 1050 S Pennsylvania St, 2546 S Broadway, 1412 S Grant St, 460 S Marion Pkwy 1806, 891 14th St 3102, 1745 Wazee St 3b, 1777 Larimer St 1408, and 400 E 3rd Ave 601.",Heating Details: Floor Furnace,Cooling Details: Evaporative Cooling,Basement Details: Crawl Space,,Construction Materials: Stucco,,,Roof: Unknown,Garage: 0 0,Building Features: House,80209,"1,031
Sq. Ft.",Denver,57519.0,"$850,000"
4187,4233,4 bed,0 bath,,2022.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,"Architectural,Shingle",2.0,Single Family Residence,80205,$559 / sq ft,Denver,28545.0,"$1,200,000"
1359,1360,5.0,4.0,"DENVER, CO 80220",1981.0,"Forcedair, Woodstove",Atticfan,,,,"Carpet, Tile",,,2.0,Residential,80220,"3,444 SqFt.",Denver,44475.0,"$1,010,000"
307,308,Studio-2 Beds,1-2 Baths,"Denver, CO 80211",Year Built: 2017,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80211,,Denver,35753.0,"$1,724 - $3,148/mo"
1661,1662,2.0,1.0,"DENVER, CO 80224",1973.0,Forcedair,Centralair,,,,,,,1.0,Residential,80224,864 SqFt.,Denver,45504.0,"$224,900"
2431,2432,3.0,2.0,"DENVER, CO 80204",1949.0,Forcedair,None,,,,"Carpet, Tile, Wood",,,3.0,Residential,80204,"1,266 SqFt.",Denver,28247.0,"$569,900"
3899,3938,3 bed,0 bath,,2018.0,"Forced Air,Natural Gas",Central Air,,,,"Carpet,Ceramic Tile,Wood",,Composite Shingle,2.0,,80211,$472 / sq ft,Denver,35753.0,"$1,150,000"
1317,1318,4.0,3.0,"DENVER, CO 80212",1916.0,Forcedair,Centralair,,,,"Carpet, Wood",,,2.0,Residential,80212,"2,081 SqFt.",Denver,37366.0,"$975,000"
4787,4849,2 bed,1 bath,,1952.0,"Forced Air,NaturalGas",Central Air,,,,"Tile,Vinyl,Wood",,Composition,,Single Family Residence,80219,$526 / sq ft,Denver,36565.0,"$370,000"
2474,2475,"3
Beds","3
Baths","2206 Spruce Street, Denver, CO 80238","This home is located at 2206 Spruce Street Denver, Co 80238 Us and has been listed on Homes.com since 19 January 2022 and is currently priced at $525,000, approximately $350 per square foot. This property was built in 2009. 2206 Spruce Street is within the school district(s) Denver Public Schools with nearby schools including Westerly Creek Elementary School, Dsst - Montview Middle School, and Northfield High School. Similar properties nearby are 12232 E 2nd Dr, 10639 E 25th Dr, 1645 Trenton St, 2808 Macon Way, 2206 Spruce St, 365 S Jersey St, 1249 Willow St, 3131 E Alameda Ave 1301, 3050 Holly St, and 5520 E Thrill Pl.",Heating Details: Forced Air,"Cooling Details: A C, Central A C, Other A C",Basement Details: Crawl Space,,Architectural Style: Contemporary,"Flooring: Hardwood, Tile, Wall to Wall Carpet",Total Fireplaces: 1,Roof: Composition Shingle,Number of Garage Spaces: 2,,80238,"1,500
Sq. Ft.",Denver,39381.53220255654,"$525,000"
2542,2543,"5
Beds","4
Baths","3871 S Hillcrest Drive, Denver, CO 80237","This home is located at 3871 S Hillcrest Drive Denver, Co 80237 Us and has been listed on Homes.com since 10 January 2022 and is currently priced at $918,000, approximately $232 per square foot. This property was built in 1963. 3871 S Hillcrest Drive is within the school district(s) Denver Public Schools with nearby schools including Southmoor Elementary School, Hamilton Middle School, and Thomas Jefferson High School. Similar properties nearby are 5923 S Florence Ct, 1907 S Kingston Ct, 5091 S Emporia St, 3871 S Hillcrest Dr, 1957 S Kingston Ct, 3885 S Niagara Way, 5905 S Fairfax Ct, 1800 S Fairfax St, 1581 S Leyden St, and 3065 S Vine St.",Heating: Yes,Cooling: Yes,"Basement Details: Slab Foundation, Partial",,Architectural Style: 1 Level Ranch,"Flooring: Hardwood, Tile, Wall to Wall Carpet",Fireplace : Yes,Roof: Composition Shingle,Total Number of Parking Spaces: 2,,80237,"3,950
Sq. Ft.",Denver,51612.0,"$918,000"
1246,1247,4.0,2.0,"DENVER, CO 80218",1930.0,Steam,,,,,"Stone, Tile, Vinyl, Wood",,,,Residential,80218,"2,400 SqFt.",Denver,33162.0,"$675,000"
1208,1209,3.0,3.0,"DENVER, CO 80238",2014.0,Forcedair,Centralair,,,,"Carpet, Laminate",,,2.0,Residential Income,80238,"1,641 SqFt.",Denver,39381.53220255654,"$609,000"
216,216,1-3 Beds,1-2 Baths,"Thornton, CO 80229",,,,,,,,,,,Property Type: Apartment,80229,,Adams,43698.0,"$1,635 - $2,595/mo"
4271,4318,4 bed,2 bath,,2005.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Wood",,Composition,2.0,Single Family Residence,80238,$237 / sq ft,Denver,39381.53220255654,"$950,000"
3035,3036,3,2,"Denver, CO 80211",1924.0,,,,,,,,,,Single Family Residential,80211,"1,824",Denver,35753.0,"$900,000"
1239,1240,1.0,1.0,"DENVER, CO 80218",1999.0,"Forcedair, Naturalgas",Centralair,,,,"Tile, Wood",,,2.0,Residential,80218,"1,150 SqFt.",Denver,33162.0,"$495,000"
2289,2290,,1.0,"DENVER, CO 80202",1967.0,"Forcedair, Hotwater",Centralair,,,,"Carpet, Laminate",,,,Residential,80202,499 SqFt.,Denver,31295.0,"$235,000"
2740,2741,"1
Bed","1
Bath","1 Pearl Street 205, Denver, CO 80203","This home is located at 1 Pearl Street 205 Denver, Co 80203 Us and has been listed on Homes.com since 3 September 2021 and is currently priced at $263,000, approximately $453 per square foot. This property was built in 1965. 1 Pearl Street 205 is within the school district(s) Denver Public Schools with nearby schools including Dora Moore School, Grant Beacon Middle School, and South High School. Similar properties nearby are 1196 N Grant St 507, 1000 E 1st Ave 304, 119 W Maple Ave 1, 1020 15th St 19d, 2120 N Downing St, 1020 15th St 28g, 4110 Hale Pkwy 3f, and 1888 S Jackson St 1104.",Heating: Yes,Cooling: Yes,,,Architectural Style: Other Style,,Fireplace : Yes,,Garage: Yes,,80203,"580
Sq. Ft.",Denver,27444.0,"$263,000"
275,276,1-2 Beds,1 Bath,"Denver, CO 80218",Year Built: 1970,"Heating: Forced Air, Other",,,,,,,,,Property Type: Apartment,80218,,Denver,33162.0,"$2,005 - $2,435/mo"
489,490,1 Bed,1 Bath,"Denver, CO 80220",,,,,,,,,,,Property Type: Single Family Home,80220,,Denver,44475.0,$925/mo
1035,1036,3.0,4.0,"DENVER, CO 80230",1998.0,Hotwater,Centralair,,,,,,,2.0,Residential,80230,"2,384 SqFt.",Denver,51855.0,"$634,000"
1229,1230,2.0,2.0,"DENVER, CO 80209",1971.0,"Forcedair, Hotwater, Naturalgas",Centralair,,,,"Carpet, Parquet",,,3.0,Residential,80209,"1,272 SqFt.",Denver,57519.0,"$550,000"
4562,4617,4 bed,,,1954.0,Forced Air,Evaporative Cooling,,,,"Carpet,Vinyl",,"Architectural,Shingle",2.0,Duplex,80207,$365 / sq ft,Denver,41722.0,"$769,000"
1008,1009,2.0,2.0,"DENVER, CO 80220",1930.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80220,"1,270 SqFt.",Denver,44475.0,
4022,4062,3 bed,1 bath,,1984.0,Forced Air,,,,,,,,,Multi Family,80219,$205 / sq ft,Denver,36565.0,"$333,000"
3094,3095,1,1,"Denver, CO 80218",1969.0,,,,,,,,,,Condo,80218,715,Denver,33162.0,"$305,000"
3154,3159,2,2,"Denver, CO 80205",2021.0,,,,,,,,,,Townhouse,80205,981,Denver,28545.0,"$579,000"
2532,2533,"2
Beds","3
Baths","3183 Eliot Street, Denver, CO 80211","This home is located at 3183 Eliot Street Denver, Co 80211 Us and has been listed on Homes.com since 12 January 2022 and is currently priced at $875,000, approximately $601 per square foot. This property was built in 2018. 3183 Eliot Street is within the school district(s) Denver Public Schools with nearby schools including Edison Elementary School, Skinner Middle School, and North High School. Similar properties nearby are 1930 Grove St, 3101 W 47th Ave, 1750 Wewatta St 1109, 1920 Grove St, 4200 W 17th Ave 418, 1200 Cherokee St 301, 4200 W 17th Ave 509, 1610 Little Raven St 412, 1950 N Logan St 1203, and 3183 Eliot St.","Heating Details: Forced Air, Natural Gas",Cooling Details: Central Air,,,"Construction Materials: Brick, Frame, Stucco, Wood Siding","Flooring: Carpet, Tile, Wood",,Roof: Composition,Garage: 2 0,Building Features: Mid Rise 4 7,80211,"1,455
Sq. Ft.",Denver,35753.0,"$875,000"
4148,4194,6 bed,4 bath,,2004.0,Forced Air,Central Air,,,,,,Composition,3.0,,80209,$429 / sq ft,Denver,57519.0,"$2,599,500"
1058,1059,2.0,1.0,"DENVER, CO 80221",1946.0,Forcedair,Centralair,,,,,,,4.0,Residential,80221,"1,092 SqFt.",Adams,39522.0,"$845,000"
2166,2167,3.0,3.0,"DENVER, CO 80202",2009.0,Heatpump,Centralair,,,,"Carpet, Wood",,,3.0,Residential,80202,"2,223 SqFt.",Denver,31295.0,"$1,350,000"
3344,3354,3 Beds,1 Bath,,1942,Forced Air,,,,,,,,2 spaces,Single Family Residence,80220,"1,031 SqFt",Denver,44475.0,"$350,000"
281,282,1-2 Beds,1-2 Baths,"Denver, CO 80237",,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80237,,Denver,51612.0,"$1,647 - $2,464/mo"
3532,3558,1 Bed,1 Bath,,1967,Forced Air,Central Air,,,,,,,,Condominium,80202,647 SqFt,Denver,31295.0,"$279,000"
1316,1317,4.0,3.0,"DENVER, CO 80212",1916.0,Forcedair,Centralair,,,,"Carpet, Wood",,,2.0,Residential,80212,"2,081 SqFt.",Denver,37366.0,"$975,000"
4952,5026,4 bed,2 bath,,1938.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Single Family Residence,80212,$332 / sq ft,Denver,37366.0,"$649,900"
968,969,1.0,1.0,"DENVER, CO 80204",1981.0,"Forcedair, Heatpump",Centralair,,,,"Laminate, Tile",,,2.0,Residential,80204,771 SqFt.,Denver,28247.0,"$350,000"
3098,3100,2,2,"Denver, CO 80220",1962.0,,,,,,,,,,Condo,80220,"1,051",Denver,44475.0,"$325,000"
3885,3924,3 bed,2 bath,,1942.0,"Forced Air,Radiant Floor",Central Air,,,,"Carpet,Concrete,Tile,Wood",,Spanish Tile,2.0,Single Family Residence,80207,$461 / sq ft,Denver,41722.0,"$1,499,000"
3138,3142,4,2,"Denver, CO 80204",1918.0,,,,,,,,,,Single Family Residential,80204,"1,689",Denver,28247.0,"$799,000"
4424,4473,3 bed,1 bath,,1983.0,"Baseboard,Electric,Forced Air,Hot Water,NaturalGas,Wood",Central Air,,,,"Carpet,Laminate,Wood",,Composition,2.0,Multi Family,80231,$281 / sq ft,Denver,40908.0,"$579,000"
619,620,5.0,6.0,"DENVER, CO 80220",2022.0,Forcedair,Centralair,,,,Wood,,,3.0,Residential,80220,"3,729 SqFt.",Denver,44475.0,"$1,850,000"
4112,4155,3 bed,3 bath,,1945.0,"Electric,Forced Air,Heat Pump,NaturalGas",Central Air,,,,"Carpet,Concrete,Tile,Wood",,"Architectural,Shingle",1.0,Single Family Residence,80220,$424 / sq ft,Denver,44475.0,"$739,995"
1742,1743,2.0,2.0,"DENVER, CO 80202",1979.0,Baseboard,Centralair,,,,"Carpet, Laminate, Tile",,,1.0,Residential,80202,"1,205 SqFt.",Denver,31295.0,"$460,000"
1390,1391,1.0,1.0,"DENVER, CO 80237",1971.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile",,,1.0,Residential,80237,763 SqFt.,Denver,51612.0,"$149,000"
4015,4055,5 bed,4 bath,,1952.0,Floor Furnace,Central Air,,,,,,,,Single Family Residence,80206,$216 / sq ft,Denver,40879.0,"$1,800,000"
1847,1848,2.0,3.0,"DENVER, CO 80249",1998.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80249,"1,294 SqFt.",Denver,63343.0,
1579,1580,2.0,3.0,"DENVER, CO 80211",2021.0,Naturalgas,Centralair,,,,"Carpet, Laminate, Tile",,,1.0,Residential,80211,"1,363 SqFt.",Denver,35753.0,"$680,000"
1655,1656,2.0,1.0,"DENVER, CO 80219",1948.0,"Forcedair, Naturalgas, Passivesolar",,,,,"Carpet, Vinyl",,,6.0,Residential,80219,811 SqFt.,Denver,36565.0,"$455,000"
2352,2353,2.0,1.0,"DENVER, CO 80206",1963.0,"Hot Water, Baseboard",,,,,,,,,Residential,80206,948 SqFt.,Denver,40879.0,"$350,000"
2212,2213,2.0,1.0,"DENVER, CO 80219",1960.0,Forcedair,,,,,,,,2.0,Residential Income,80219,756 SqFt.,Denver,36565.0,"$350,000"
2020,2021,3.0,4.0,"DENVER, CO 80206",2021.0,Floorfurnace,Centralair,,,,"Carpet, Laminate, Tile, Wood",,,2.0,Residential Income,80206,"2,533 SqFt.",Denver,40879.0,"$1,125,000"
4946,5019,4 bed,1 bath,,1980.0,Forced Air,,,,,,,Composition,2.0,,80239,$179 / sq ft,Denver,44094.0,"$439,000"
1956,1957,1.0,2.0,"DENVER, CO 80222",1964.0,Hotwater,Other,,,,Laminate,,,1.0,Residential,80222,843 SqFt.,Denver,41932.0,"$325,000"
1307,1308,4.0,2.0,"DENVER, CO 80212",1937.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Tile, Wood",,,3.0,Residential,80212,"2,123 SqFt.",Denver,37366.0,"$895,000"
2003,2004,1.0,1.0,"DENVER, CO 80209",1974.0,Hot Water,Ac.central,,,,,,,,Condominium (residential),80209,639 SqFt.,Denver,57519.0,
4432,4481,1 bed,1 bath,,1987.0,Forced Air,Central Air,,,,"Carpet,Linoleum",,Composition,,Condominium,80247,$312 / sq ft,Arapahoe,50411.666666666664,"$220,000"
575,576,2 Beds,1 Bath,"Denver, CO 80218",Year Built: 1905,"Heating: Forced Air, Other",,,,,,,,,Property Type: Townhouse,80218,,Denver,33162.0,"$2,350/mo"
4054,4094,3 bed,1 bath,,1909.0,Forced Air,"Ceiling Fan(s),Central Air",,,,,,,2.0,,80202,$836 / sq ft,Denver,31295.0,"$2,695,000"
4181,4227,2 bed,0 bath,,2019.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile,Wood",,,,Condominium,80209,$580 / sq ft,Denver,57519.0,"$625,000"
4830,4894,2 bed,1 bath,,2020.0,Forced Air,,,,,"Tile,Wood",,,1.0,Condominium,80202,"$1,074 / sq ft",Denver,31295.0,"$1,575,000"
1706,1707,2.0,3.0,"DENVER, CO 80231",1983.0,Forcedair,Centralair,,,,,,,1.0,Residential Income,80231,"1,131 SqFt.",Denver,40908.0,"$344,900"
3707,3743,2 bed,2 bath,,1974.0,Forced Air,Central Air,,,,,,,1.0,,80203,$398 / sq ft,Denver,27444.0,"$425,000"
3437,3451,1 Bed,1 Bath,,2005,"Electric, Forced Air, Heat Pump, Hot Water",Central Air,,,,,,,1 space,Condominium,80202,858 SqFt,Denver,31295.0,"$575,000"
1280,1281,2.0,1.0,"DENVER, CO 80221",1971.0,Baseboard,,,,,"Carpet, Tile",,,1.0,Residential,80221,800 SqFt.,Adams,39522.0,"$185,000"
861,862,2.0,2.0,"DENVER, CO 80203",2006.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,1.0,Residential,80203,925 SqFt.,Denver,27444.0,"$495,000"
4124,4167,2 bed,1 bath,,1896.0,Forced Air,Central Air,,,,,,,1.0,,80204,$451 / sq ft,Denver,28247.0,"$758,998"
1801,1802,2.0,3.0,"DENVER, CO 80204",2014.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80204,"1,400 SqFt.",Denver,28247.0,
1628,1629,4.0,2.0,"DENVER, CO 80221",1969.0,Forced Air,Ac.central,,,,,,,,Single Family Residence / Townhouse,80221,"1,736 SqFt.",Adams,39522.0,
1993,1994,3.0,3.0,"AURORA, CO 80221",2022.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential Income,80221,"1,682 SqFt.",Adams,39522.0,"$445,265"
2639,2640,"1
Bed","1
Bath","2877 W 52nd Avenue #307, Denver, CO 80221","This home is located at 2877 W 52nd Avenue #307 Denver, Co 80221 Us and has been listed on Homes.com since 17 November 2021 and is currently priced at $404,900, approximately $522 per square foot. This property was built in 2020. 2877 W 52nd Avenue #307 is within the school district(s) Denver Public Schools with nearby schools including Beach Court Elementary School, Strive Prep - Sunnyside, and North High School. Similar properties nearby are 2876 W 53rd Ave, 2955 Inca St 2p, 1700 Bassett St 309, and 100 Park Ave W 308.","Heating Details: Forced Air, Natural Gas",Cooling Details: Central Air,,,Construction Materials: Other,,,Roof: Other,Garage: 1 0,Building Features: Mid Rise 4 7,80221,"776
Sq. Ft.",Adams,39522.0,"$404,900"
269,270,1-2 Beds,1-2 Baths,"Westminster, CO 80234",Year Built: 1985,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80234,,Adams,53436.0,"$1,580 - $1,870/mo"
629,630,4.0,4.0,"DENVER, CO 80238",2005.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Wood",,,2.0,Residential,80238,"2,211 SqFt.",Denver,39381.53220255654,"$770,000"
2334,2335,1.0,2.0,"DENVER, CO 80223",2022.0,"Electric, Forcedair",Centralair,,,,"Carpet, Wood",,,1.0,Residential Income,80223,758 SqFt.,Denver,32853.0,"$409,000"
2966,2967,1,1,"Denver, CO 80211",1900.0,,,,,,,,,,Townhouse,80211,606,Denver,35753.0,"$395,000"
300,301,1-2 Beds,1-2 Baths,"Denver, CO 80238",Year Built: 2014,"Heating: Forced Air, Other",,,,,,,,,Property Type: Apartment,80238,,Denver,39381.53220255654,"$2,014 - $2,303/mo"
459,460,4 Beds,3 Baths,"Commerce City, CO 80022",Year Built: 2021,Heating: Natural Gas,Air Conditioning: Central Air,Basement: Crawl Space,"Security: Carbon Monoxide Detector(s), Smoke Detector(s)","Construction Materials: Concrete, Frame, Stone, Wood Siding","Flooring: Carpet, Tile, Vinyl",,Roof: Composition,Parking Spaces: 2,Property Type: Residential,80022,,Adams,34632.0,"$557,900"
1447,1448,2.0,2.0,"DENVER, CO 80123",1997.0,Forcedair,Centralair,,,,"Carpet, Tile, Vinyl",,,2.0,Residential,80123,"1,205 SqFt.",Jefferson,63482.0,"$430,000"
1472,1473,2.0,2.0,"DENVER, CO 80219",1955.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80219,"1,602 SqFt.",Denver,36565.0,
2046,2047,1.0,2.0,"DENVER, CO 80202",1930.0,Naturalgas,Centralair,,,,Wood,,,1.0,Residential,80202,"1,647 SqFt.",Denver,31295.0,"$795,000"
4207,4253,2 bed,0 bath,,2021.0,Forced Air,"Ceiling Fan(s),Central Air",,,,,,Rubber,1.0,,80205,$611 / sq ft,Denver,28545.0,"$599,000"
3729,3765,2 bed,0 bath,,1890.0,Forced Air,,,,,"Tile,Wood",,,,Single Family Residence,80211,$779 / sq ft,Denver,35753.0,"$600,000"
2113,2114,4.0,5.0,"DENVER, CO 80211",2021.0,Forcedair,Centralair,,,,,,,2.0,Residential,80211,"3,248 SqFt.",Denver,35753.0,"$1,659,999"
27,27,3 Beds,2 Baths,"Denver, CO 80211",Year Built: 1907,Heating: Forced Air,Air Conditioning: None,"Basement: Partial,Unfinished","Security: Carbon Monoxide Detector(s), Smart Locks",Construction Materials: Brick,Flooring: Wood,,Roof: Composition,Parking Spaces: 3,Property Type: Residential,80211,,Denver,35753.0,"$749,000"
3804,3841,4 bed,4 bath,,2017.0,Forced Air,Central Air,,,,,,Composition,2.0,,80230,$432 / sq ft,Denver,51855.0,"$1,749,000"
4751,4812,3 bed,1 bath,,2021.0,Forced Air,Central Air,,,,"Carpet,Laminate",,Composition,,Townhouse,80221,$209 / sq ft,Adams,39522.0,"$246,000"
837,838,2.0,1.0,"DENVER, CO 80203",1910.0,"Baseboard, Naturalgas",None,,,,Tile,,,,Residential,80203,712 SqFt.,Denver,27444.0,"$315,000"
4731,4790,2 bed,1 bath,,2021.0,Forced Air,Central Air,,,,"Carpet,Tile,Vinyl",,Rolled Hot Mop,2.0,Multi Family,80221,$397 / sq ft,Adams,39522.0,"$635,000"
2008,2009,2.0,2.0,"DENVER, CO 80220",1946.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80220,"1,622 SqFt.",Denver,44475.0,
4882,4948,3 bed,1 bath,,2021.0,Forced Air,Central Air,,,,"Carpet,Laminate",,Composition,,Townhouse,80221,$209 / sq ft,Adams,39522.0,"$246,000"
503,504,2 Beds,1 Bath,"Denver, CO 80203",Year Built: 1968,"Heating: Forced Air, Other",,,,,,,,,Property Type: Condo,80203,,Denver,27444.0,"$1,975/mo"
3548,3576,2 Beds,3 Baths,,"New Const., 2020",Forced Air,Central Air,,,,,,,1 space,Townhouse,80202,"1,988 SqFt",Denver,31295.0,"$2,325,000"
4283,4330,3 bed,1 bath,,1920.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Single Family Residence,80209,$519 / sq ft,Denver,57519.0,"$975,000"
380,381,1-2 Beds,1 Bath,"Aurora, CO 80012",,"Heating: Electric, Gas",,,,,,,,,Property Type: Apartment,80012,,Arapahoe,42222.0,"$1,399 - $1,649/mo"
1851,1852,3.0,2.0,"DENVER, CO 80222",1955.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80222,"1,436 SqFt.",Denver,41932.0,
1525,1526,3.0,2.0,"DENVER, CO 80219",2005.0,Forcedair,Centralair,,,,"Carpet, Tile",,,2.0,Residential Income,80219,"1,173 SqFt.",Denver,36565.0,"$375,000"
2365,2366,2.0,2.0,"DENVER, CO 80221",2020.0,"Forcedair, Naturalgas",Centralair,,,,,,,1.0,Residential,80221,"1,112 SqFt.",Adams,39522.0,"$528,860"
3199,3209,2,2,"Denver, CO 80247",1974.0,,,,,,,,,,Condo,80247,"1,428",Arapahoe,50411.666666666664,"$355,000"
3052,3053,2,2,"Denver, CO 80209",1971.0,,,,,,,,,,Condo,80209,"1,272",Denver,57519.0,"$600,000"
2884,2885,3,4,"Denver, CO 80238",2015.0,,,,,,,,,,Townhouse,80238,"2,459",Denver,39381.53220255654,"$650,000"
2340,2341,2.0,3.0,"DENVER, CO 80211",2021.0,Naturalgas,Centralair,,,,"Carpet, Laminate, Tile",,,1.0,Residential,80211,"1,420 SqFt.",Denver,35753.0,"$693,000"
374,375,3 Beds,1 Bath,"Denver, CO 80204",,Heating: Electric,,,,,,,,,Property Type: Apartment,80204,,Denver,28247.0,"$1,800/mo"
3230,3240,2 Beds,1 Bath,,1945,Hot Water,"Central Air, Ceiling Fan(s)",,,,,,,1 space,Townhouse,80220,"1,060 SqFt",Denver,44475.0,"$415,000"
